venta_id,timestamp,timestamp_iso,producto_id,producto,cantidad,precio_unitario,total,descuento,total_neto,monto_descuento
39,2026-04-18 10:42:41+00:00,2026-04-18T10:42:41Z,P006,Queso,1,4.5,4.5,0.11,4.0,0.5
941,2026-04-18 10:42:41+00:00,2026-04-18T10:42:41Z,P004,Huevos,1,3.9,3.9,0.15,3.32,0.58
844,2026-04-18 10:43:20+00:00,2026-04-18T10:43:20Z,P007,Galletas,2,1.6,3.2,0.13,2.78,0.42
946,2026-04-18 10:43:46+00:00,2026-04-18T10:43:46Z,P006,Queso,3,4.5,13.5,0.14,11.61,1.89
1166,2026-04-18 10:45:06+00:00,2026-04-18T10:45:06Z,P006,Queso,1,4.5,4.5,0.18,3.69,0.81
386,2026-04-18 10:45:46+00:00,2026-04-18T10:45:46Z,P008,Jugo,1,2.9,2.9,0.08,2.67,0.23
743,2026-04-18 10:46:04+00:00,2026-04-18T10:46:04Z,P002,Pan,1,1.2,1.2,0.07,1.12,0.08
683,2026-04-18 10:47:05+00:00,2026-04-18T10:47:05Z,P002,Pan,1,1.2,1.2,0.2,0.96,0.24
1195,2026-04-18 10:47:36+00:00,2026-04-18T10:47:36Z,P001,Café,1,2.5,2.5,0.03,2.42,0.08
244,2026-04-18 10:47:44+00:00,2026-04-18T10:47:44Z,P007,Galletas,2,1.6,3.2,0.14,2.75,0.45
679,2026-04-18 10:47:46+00:00,2026-04-18T10:47:46Z,P005,Arroz,1,2.1,2.1,0.13,1.83,0.27
276,2026-04-18 10:48:17+00:00,2026-04-18T10:48:17Z,P004,Huevos,3,3.9,11.7,0.01,11.58,0.12
1155,2026-04-18 10:48:46+00:00,2026-04-18T10:48:46Z,P002,Pan,1,1.2,1.2,0.17,1.0,0.2
130,2026-04-18 10:48:53+00:00,2026-04-18T10:48:53Z,P007,Galletas,1,1.6,1.6,0.18,1.31,0.29
120,2026-04-18 10:49:37+00:00,2026-04-18T10:49:37Z,P001,Café,3,2.5,7.5,0.13,6.52,0.98
870,2026-04-18 10:49:39+00:00,2026-04-18T10:49:39Z,P008,Jugo,2,2.9,5.8,0.15,4.93,0.87
575,2026-04-18 10:49:43+00:00,2026-04-18T10:49:43Z,P003,Leche,1,1.8,1.8,0.16,1.51,0.29
578,2026-04-18 10:50:13+00:00,2026-04-18T10:50:13Z,P008,Jugo,1,2.9,2.9,0.03,2.81,0.09
418,2026-04-18 10:50:21+00:00,2026-04-18T10:50:21Z,P006,Queso,2,4.5,9.0,0.1,8.1,0.9
573,2026-04-18 10:50:27+00:00,2026-04-18T10:50:27Z,P002,Pan,1,1.2,1.2,0.1,1.08,0.12
477,2026-04-18 10:52:00+00:00,2026-04-18T10:52:00Z,P004,Huevos,2,3.9,7.8,0.17,6.47,1.33
863,2026-04-18 10:52:15+00:00,2026-04-18T10:52:15Z,P002,Pan,1,1.2,1.2,0.16,1.01,0.19
1153,2026-04-18 10:52:51+00:00,2026-04-18T10:52:51Z,P008,Jugo,2,2.9,5.8,0.17,4.81,0.99
1188,2026-04-18 10:54:24+00:00,2026-04-18T10:54:24Z,P008,Jugo,1,2.9,2.9,0.12,2.55,0.35
590,2026-04-18 10:54:29+00:00,2026-04-18T10:54:29Z,P003,Leche,3,1.8,5.4,0.18,4.43,0.97
362,2026-04-18 10:56:25+00:00,2026-04-18T10:56:25Z,P008,Jugo,3,2.9,8.7,0.14,7.48,1.22
389,2026-04-18 10:56:53+00:00,2026-04-18T10:56:53Z,P003,Leche,2,1.8,3.6,0.14,3.1,0.5
1024,2026-04-18 10:57:36+00:00,2026-04-18T10:57:36Z,P005,Arroz,1,2.1,2.1,0.05,2.0,0.1
629,2026-04-18 10:57:41+00:00,2026-04-18T10:57:41Z,P003,Leche,1,1.8,1.8,0.01,1.78,0.02
1136,2026-04-18 10:58:13+00:00,2026-04-18T10:58:13Z,P002,Pan,2,1.2,2.4,0.03,2.33,0.07
965,2026-04-18 10:58:14+00:00,2026-04-18T10:58:14Z,P007,Galletas,1,1.6,1.6,0.07,1.49,0.11
168,2026-04-18 10:58:28+00:00,2026-04-18T10:58:28Z,P005,Arroz,3,2.1,6.3,0.02,6.17,0.13
198,2026-04-18 10:58:38+00:00,2026-04-18T10:58:38Z,P003,Leche,3,1.8,5.4,0.17,4.48,0.92
79,2026-04-18 10:59:50+00:00,2026-04-18T10:59:50Z,P001,Café,3,2.5,7.5,0.11,6.68,0.82
76,2026-04-18 11:00:07+00:00,2026-04-18T11:00:07Z,P002,Pan,4,1.2,4.8,0.13,4.18,0.62
25,2026-04-18 11:04:24+00:00,2026-04-18T11:04:24Z,P007,Galletas,2,1.6,3.2,0.13,2.78,0.42
380,2026-04-18 11:05:51+00:00,2026-04-18T11:05:51Z,P006,Queso,2,4.5,9.0,0.14,7.74,1.26
1124,2026-04-18 11:06:10+00:00,2026-04-18T11:06:10Z,P003,Leche,1,1.8,1.8,0.1,1.62,0.18
920,2026-04-18 11:06:13+00:00,2026-04-18T11:06:13Z,P007,Galletas,2,1.6,3.2,0.0,3.2,0.0
295,2026-04-18 11:07:25+00:00,2026-04-18T11:07:25Z,P001,Café,4,2.5,10.0,0.16,8.4,1.6
838,2026-04-18 11:10:02+00:00,2026-04-18T11:10:02Z,P008,Jugo,3,2.9,8.7,0.15,7.4,1.3
282,2026-04-18 11:10:23+00:00,2026-04-18T11:10:23Z,P005,Arroz,2,2.1,4.2,0.1,3.78,0.42
1100,2026-04-18 11:12:01+00:00,2026-04-18T11:12:01Z,P007,Galletas,1,1.6,1.6,0.11,1.42,0.18
1006,2026-04-18 11:12:54+00:00,2026-04-18T11:12:54Z,P005,Arroz,1,2.1,2.1,0.13,1.83,0.27
101,2026-04-18 11:13:32+00:00,2026-04-18T11:13:32Z,P008,Jugo,2,2.9,5.8,0.01,5.74,0.06
286,2026-04-18 11:13:48+00:00,2026-04-18T11:13:48Z,P002,Pan,1,1.2,1.2,0.15,1.02,0.18
677,2026-04-18 11:14:34+00:00,2026-04-18T11:14:34Z,P006,Queso,2,4.5,9.0,0.05,8.55,0.45
972,2026-04-18 11:15:02+00:00,2026-04-18T11:15:02Z,P003,Leche,2,1.8,3.6,0.01,3.56,0.04
247,2026-04-18 11:15:54+00:00,2026-04-18T11:15:54Z,P006,Queso,1,4.5,4.5,0.05,4.27,0.23
755,2026-04-18 11:16:14+00:00,2026-04-18T11:16:14Z,P005,Arroz,2,2.1,4.2,0.15,3.57,0.63
74,2026-04-18 11:17:02+00:00,2026-04-18T11:17:02Z,P001,Café,1,2.5,2.5,0.04,2.4,0.1
156,2026-04-18 11:19:16+00:00,2026-04-18T11:19:16Z,P004,Huevos,1,3.9,3.9,0.15,3.32,0.58
498,2026-04-18 11:19:24+00:00,2026-04-18T11:19:24Z,P003,Leche,2,1.8,3.6,0.2,2.88,0.72
970,2026-04-18 11:21:46+00:00,2026-04-18T11:21:46Z,P002,Pan,1,1.2,1.2,0.1,1.08,0.12
1021,2026-04-18 11:22:33+00:00,2026-04-18T11:22:33Z,P001,Café,2,2.5,5.0,0.08,4.6,0.4
1048,2026-04-18 11:22:55+00:00,2026-04-18T11:22:55Z,P004,Huevos,2,3.9,7.8,0.1,7.02,0.78
322,2026-04-18 11:23:01+00:00,2026-04-18T11:23:01Z,P006,Queso,1,4.5,4.5,0.14,3.87,0.63
1151,2026-04-18 11:23:22+00:00,2026-04-18T11:23:22Z,P004,Huevos,1,3.9,3.9,0.15,3.32,0.58
802,2026-04-18 11:24:47+00:00,2026-04-18T11:24:47Z,P001,Café,2,2.5,5.0,0.12,4.4,0.6
1129,2026-04-18 11:25:00+00:00,2026-04-18T11:25:00Z,P001,Café,5,2.5,12.5,0.13,10.88,1.62
929,2026-04-18 11:25:52+00:00,2026-04-18T11:25:52Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
430,2026-04-18 11:26:09+00:00,2026-04-18T11:26:09Z,P007,Galletas,2,1.6,3.2,0.03,3.1,0.1
1182,2026-04-18 11:26:19+00:00,2026-04-18T11:26:19Z,P008,Jugo,2,2.9,5.8,0.05,5.51,0.29
819,2026-04-18 11:27:25+00:00,2026-04-18T11:27:25Z,P007,Galletas,4,1.6,6.4,0.15,5.44,0.96
46,2026-04-18 11:27:26+00:00,2026-04-18T11:27:26Z,P008,Jugo,3,2.9,8.7,0.06,8.18,0.52
924,2026-04-18 11:28:40+00:00,2026-04-18T11:28:40Z,P007,Galletas,1,1.6,1.6,0.11,1.42,0.18
583,2026-04-18 11:29:14+00:00,2026-04-18T11:29:14Z,P007,Galletas,2,1.6,3.2,0.0,3.2,0.0
202,2026-04-18 11:30:22+00:00,2026-04-18T11:30:22Z,P006,Queso,2,4.5,9.0,0.01,8.91,0.09
496,2026-04-18 11:31:03+00:00,2026-04-18T11:31:03Z,P006,Queso,4,4.5,18.0,0.05,17.1,0.9
475,2026-04-18 11:32:26+00:00,2026-04-18T11:32:26Z,P008,Jugo,2,2.9,5.8,0.13,5.05,0.75
866,2026-04-18 11:35:35+00:00,2026-04-18T11:35:35Z,P001,Café,3,2.5,7.5,0.14,6.45,1.05
22,2026-04-18 11:37:25+00:00,2026-04-18T11:37:25Z,P006,Queso,1,4.5,4.5,0.14,3.87,0.63
61,2026-04-18 11:37:36+00:00,2026-04-18T11:37:36Z,P006,Queso,4,4.5,18.0,0.06,16.92,1.08
847,2026-04-18 11:39:17+00:00,2026-04-18T11:39:17Z,P002,Pan,1,1.2,1.2,0.1,1.08,0.12
896,2026-04-18 11:39:55+00:00,2026-04-18T11:39:55Z,P004,Huevos,2,3.9,7.8,0.09,7.1,0.7
1200,2026-04-18 11:39:58+00:00,2026-04-18T11:39:58Z,P001,Café,2,2.5,5.0,0.09,4.55,0.45
369,2026-04-18 11:40:50+00:00,2026-04-18T11:40:50Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
778,2026-04-18 11:41:05+00:00,2026-04-18T11:41:05Z,P004,Huevos,1,3.9,3.9,0.18,3.2,0.7
878,2026-04-18 11:42:37+00:00,2026-04-18T11:42:37Z,P003,Leche,4,1.8,7.2,0.04,6.91,0.29
84,2026-04-18 11:42:55+00:00,2026-04-18T11:42:55Z,P004,Huevos,1,3.9,3.9,0.2,3.12,0.78
192,2026-04-18 11:44:31+00:00,2026-04-18T11:44:31Z,P002,Pan,1,1.2,1.2,0.19,0.97,0.23
172,2026-04-18 11:44:38+00:00,2026-04-18T11:44:38Z,P008,Jugo,1,2.9,2.9,0.0,2.9,0.0
446,2026-04-18 11:45:30+00:00,2026-04-18T11:45:30Z,P002,Pan,2,1.2,2.4,0.09,2.18,0.22
92,2026-04-18 11:46:50+00:00,2026-04-18T11:46:50Z,P006,Queso,1,4.5,4.5,0.16,3.78,0.72
549,2026-04-18 11:48:17+00:00,2026-04-18T11:48:17Z,P002,Pan,1,1.2,1.2,0.19,0.97,0.23
480,2026-04-18 11:49:08+00:00,2026-04-18T11:49:08Z,P007,Galletas,1,1.6,1.6,0.09,1.46,0.14
431,2026-04-18 11:49:39+00:00,2026-04-18T11:49:39Z,P008,Jugo,3,2.9,8.7,0.05,8.26,0.44
1106,2026-04-18 11:49:40+00:00,2026-04-18T11:49:40Z,P007,Galletas,2,1.6,3.2,0.04,3.07,0.13
1083,2026-04-18 11:50:51+00:00,2026-04-18T11:50:51Z,P008,Jugo,5,2.9,14.5,0.19,11.74,2.76
1196,2026-04-18 11:52:56+00:00,2026-04-18T11:52:56Z,P001,Café,3,2.5,7.5,0.04,7.2,0.3
542,2026-04-18 11:53:04+00:00,2026-04-18T11:53:04Z,P006,Queso,2,4.5,9.0,0.12,7.92,1.08
13,2026-04-18 11:53:23+00:00,2026-04-18T11:53:23Z,P003,Leche,1,1.8,1.8,0.03,1.75,0.05
521,2026-04-18 11:53:40+00:00,2026-04-18T11:53:40Z,P004,Huevos,1,3.9,3.9,0.1,3.51,0.39
656,2026-04-18 11:54:15+00:00,2026-04-18T11:54:15Z,P001,Café,1,2.5,2.5,0.19,2.03,0.47
813,2026-04-18 11:55:54+00:00,2026-04-18T11:55:54Z,P003,Leche,1,1.8,1.8,0.03,1.75,0.05
877,2026-04-18 11:59:40+00:00,2026-04-18T11:59:40Z,P002,Pan,2,1.2,2.4,0.16,2.02,0.38
1154,2026-04-18 11:59:52+00:00,2026-04-18T11:59:52Z,P004,Huevos,1,3.9,3.9,0.1,3.51,0.39
1140,2026-04-18 11:59:55+00:00,2026-04-18T11:59:55Z,P002,Pan,3,1.2,3.6,0.18,2.95,0.65
752,2026-04-18 12:07:19+00:00,2026-04-18T12:07:19Z,P007,Galletas,1,1.6,1.6,0.14,1.38,0.22
1134,2026-04-18 12:09:08+00:00,2026-04-18T12:09:08Z,P005,Arroz,1,2.1,2.1,0.05,2.0,0.1
833,2026-04-18 12:09:13+00:00,2026-04-18T12:09:13Z,P001,Café,1,2.5,2.5,0.18,2.05,0.45
702,2026-04-18 12:10:59+00:00,2026-04-18T12:10:59Z,P007,Galletas,3,1.6,4.8,0.1,4.32,0.48
634,2026-04-18 12:14:24+00:00,2026-04-18T12:14:24Z,P002,Pan,2,1.2,2.4,0.0,2.4,0.0
26,2026-04-18 12:16:35+00:00,2026-04-18T12:16:35Z,P001,Café,2,2.5,5.0,0.0,5.0,0.0
588,2026-04-18 12:16:42+00:00,2026-04-18T12:16:42Z,P008,Jugo,1,2.9,2.9,0.1,2.61,0.29
774,2026-04-18 12:17:57+00:00,2026-04-18T12:17:57Z,P006,Queso,1,4.5,4.5,0.09,4.1,0.4
223,2026-04-18 12:19:12+00:00,2026-04-18T12:19:12Z,P007,Galletas,3,1.6,4.8,0.06,4.51,0.29
1158,2026-04-18 12:21:13+00:00,2026-04-18T12:21:13Z,P004,Huevos,1,3.9,3.9,0.03,3.78,0.12
947,2026-04-18 12:22:49+00:00,2026-04-18T12:22:49Z,P005,Arroz,1,2.1,2.1,0.07,1.95,0.15
667,2026-04-18 12:24:58+00:00,2026-04-18T12:24:58Z,P003,Leche,1,1.8,1.8,0.06,1.69,0.11
45,2026-04-18 12:26:12+00:00,2026-04-18T12:26:12Z,P002,Pan,1,1.2,1.2,0.17,1.0,0.2
185,2026-04-18 12:26:21+00:00,2026-04-18T12:26:21Z,P006,Queso,2,4.5,9.0,0.0,9.0,0.0
163,2026-04-18 12:28:21+00:00,2026-04-18T12:28:21Z,P003,Leche,4,1.8,7.2,0.15,6.12,1.08
1187,2026-04-18 12:32:54+00:00,2026-04-18T12:32:54Z,P008,Jugo,2,2.9,5.8,0.17,4.81,0.99
111,2026-04-18 12:33:35+00:00,2026-04-18T12:33:35Z,P006,Queso,4,4.5,18.0,0.02,17.64,0.36
37,2026-04-18 12:35:10+00:00,2026-04-18T12:35:10Z,P005,Arroz,1,2.1,2.1,0.19,1.7,0.4
1002,2026-04-18 12:38:27+00:00,2026-04-18T12:38:27Z,P002,Pan,1,1.2,1.2,0.14,1.03,0.17
148,2026-04-18 12:39:42+00:00,2026-04-18T12:39:42Z,P007,Galletas,1,1.6,1.6,0.18,1.31,0.29
352,2026-04-18 12:40:24+00:00,2026-04-18T12:40:24Z,P006,Queso,1,4.5,4.5,0.06,4.23,0.27
620,2026-04-18 12:42:44+00:00,2026-04-18T12:42:44Z,P006,Queso,3,4.5,13.5,0.07,12.56,0.94
565,2026-04-18 12:45:13+00:00,2026-04-18T12:45:13Z,P008,Jugo,2,2.9,5.8,0.08,5.34,0.46
1146,2026-04-18 12:47:03+00:00,2026-04-18T12:47:03Z,P007,Galletas,1,1.6,1.6,0.2,1.28,0.32
1066,2026-04-18 12:47:40+00:00,2026-04-18T12:47:40Z,P007,Galletas,1,1.6,1.6,0.12,1.41,0.19
1084,2026-04-18 12:50:02+00:00,2026-04-18T12:50:02Z,P006,Queso,1,4.5,4.5,0.07,4.18,0.32
499,2026-04-18 12:54:14+00:00,2026-04-18T12:54:14Z,P005,Arroz,3,2.1,6.3,0.09,5.73,0.57
50,2026-04-18 12:55:59+00:00,2026-04-18T12:55:59Z,P002,Pan,1,1.2,1.2,0.06,1.13,0.07
783,2026-04-18 12:58:23+00:00,2026-04-18T12:58:23Z,P004,Huevos,1,3.9,3.9,0.01,3.86,0.04
906,2026-04-18 12:59:09+00:00,2026-04-18T12:59:09Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
462,2026-04-18 12:59:15+00:00,2026-04-18T12:59:15Z,P001,Café,1,2.5,2.5,0.17,2.07,0.43
1168,2026-04-18 12:59:45+00:00,2026-04-18T12:59:45Z,P001,Café,1,2.5,2.5,0.06,2.35,0.15
179,2026-04-18 13:05:38+00:00,2026-04-18T13:05:38Z,P001,Café,3,2.5,7.5,0.19,6.08,1.42
33,2026-04-18 13:07:59+00:00,2026-04-18T13:07:59Z,P006,Queso,3,4.5,13.5,0.05,12.82,0.68
596,2026-04-18 13:08:11+00:00,2026-04-18T13:08:11Z,P006,Queso,3,4.5,13.5,0.05,12.82,0.68
1148,2026-04-18 13:12:31+00:00,2026-04-18T13:12:31Z,P007,Galletas,2,1.6,3.2,0.1,2.88,0.32
971,2026-04-18 13:13:37+00:00,2026-04-18T13:13:37Z,P003,Leche,2,1.8,3.6,0.04,3.46,0.14
53,2026-04-18 13:13:55+00:00,2026-04-18T13:13:55Z,P007,Galletas,3,1.6,4.8,0.07,4.46,0.34
149,2026-04-18 13:20:11+00:00,2026-04-18T13:20:11Z,P008,Jugo,1,2.9,2.9,0.19,2.35,0.55
622,2026-04-18 13:20:53+00:00,2026-04-18T13:20:53Z,P005,Arroz,1,2.1,2.1,0.18,1.72,0.38
958,2026-04-18 13:22:02+00:00,2026-04-18T13:22:02Z,P004,Huevos,2,3.9,7.8,0.16,6.55,1.25
384,2026-04-18 13:23:35+00:00,2026-04-18T13:23:35Z,P006,Queso,1,4.5,4.5,0.13,3.92,0.58
197,2026-04-18 13:30:15+00:00,2026-04-18T13:30:15Z,P008,Jugo,2,2.9,5.8,0.18,4.76,1.04
880,2026-04-18 13:32:49+00:00,2026-04-18T13:32:49Z,P003,Leche,2,1.8,3.6,0.19,2.92,0.68
44,2026-04-18 13:34:08+00:00,2026-04-18T13:34:08Z,P008,Jugo,1,2.9,2.9,0.11,2.58,0.32
619,2026-04-18 13:37:00+00:00,2026-04-18T13:37:00Z,P002,Pan,2,1.2,2.4,0.14,2.06,0.34
771,2026-04-18 13:38:30+00:00,2026-04-18T13:38:30Z,P001,Café,1,2.5,2.5,0.01,2.48,0.02
599,2026-04-18 13:45:53+00:00,2026-04-18T13:45:53Z,P008,Jugo,1,2.9,2.9,0.15,2.46,0.44
517,2026-04-18 13:46:41+00:00,2026-04-18T13:46:41Z,P008,Jugo,1,2.9,2.9,0.09,2.64,0.26
152,2026-04-18 13:48:15+00:00,2026-04-18T13:48:15Z,P008,Jugo,2,2.9,5.8,0.15,4.93,0.87
987,2026-04-18 13:49:24+00:00,2026-04-18T13:49:24Z,P006,Queso,2,4.5,9.0,0.13,7.83,1.17
153,2026-04-18 13:50:01+00:00,2026-04-18T13:50:01Z,P002,Pan,1,1.2,1.2,0.06,1.13,0.07
275,2026-04-18 13:54:06+00:00,2026-04-18T13:54:06Z,P006,Queso,3,4.5,13.5,0.01,13.36,0.14
855,2026-04-18 13:56:26+00:00,2026-04-18T13:56:26Z,P008,Jugo,1,2.9,2.9,0.19,2.35,0.55
474,2026-04-18 13:57:32+00:00,2026-04-18T13:57:32Z,P008,Jugo,3,2.9,8.7,0.03,8.44,0.26
519,2026-04-18 13:58:56+00:00,2026-04-18T13:58:56Z,P001,Café,1,2.5,2.5,0.09,2.28,0.22
666,2026-04-18 14:02:54+00:00,2026-04-18T14:02:54Z,P001,Café,1,2.5,2.5,0.07,2.32,0.18
311,2026-04-18 14:03:28+00:00,2026-04-18T14:03:28Z,P002,Pan,3,1.2,3.6,0.06,3.38,0.22
664,2026-04-18 14:03:31+00:00,2026-04-18T14:03:31Z,P003,Leche,1,1.8,1.8,0.15,1.53,0.27
955,2026-04-18 14:05:25+00:00,2026-04-18T14:05:25Z,P006,Queso,1,4.5,4.5,0.2,3.6,0.9
511,2026-04-18 14:06:51+00:00,2026-04-18T14:06:51Z,P008,Jugo,2,2.9,5.8,0.05,5.51,0.29
383,2026-04-18 14:07:12+00:00,2026-04-18T14:07:12Z,P003,Leche,1,1.8,1.8,0.13,1.57,0.23
979,2026-04-18 14:10:46+00:00,2026-04-18T14:10:46Z,P006,Queso,4,4.5,18.0,0.06,16.92,1.08
1038,2026-04-18 14:13:26+00:00,2026-04-18T14:13:26Z,P006,Queso,1,4.5,4.5,0.11,4.0,0.5
652,2026-04-18 14:26:27+00:00,2026-04-18T14:26:27Z,P007,Galletas,1,1.6,1.6,0.08,1.47,0.13
309,2026-04-18 14:29:37+00:00,2026-04-18T14:29:37Z,P001,Café,1,2.5,2.5,0.03,2.42,0.08
916,2026-04-18 14:31:02+00:00,2026-04-18T14:31:02Z,P005,Arroz,3,2.1,6.3,0.03,6.11,0.19
409,2026-04-18 14:31:56+00:00,2026-04-18T14:31:56Z,P005,Arroz,1,2.1,2.1,0.04,2.02,0.08
423,2026-04-18 14:32:34+00:00,2026-04-18T14:32:34Z,P008,Jugo,2,2.9,5.8,0.18,4.76,1.04
1133,2026-04-18 14:36:59+00:00,2026-04-18T14:36:59Z,P003,Leche,1,1.8,1.8,0.1,1.62,0.18
557,2026-04-18 14:39:12+00:00,2026-04-18T14:39:12Z,P008,Jugo,1,2.9,2.9,0.04,2.78,0.12
1125,2026-04-18 14:42:10+00:00,2026-04-18T14:42:10Z,P008,Jugo,4,2.9,11.6,0.18,9.51,2.09
58,2026-04-18 14:54:11+00:00,2026-04-18T14:54:11Z,P002,Pan,2,1.2,2.4,0.2,1.92,0.48
790,2026-04-18 14:55:49+00:00,2026-04-18T14:55:49Z,P001,Café,1,2.5,2.5,0.09,2.28,0.22
706,2026-04-18 14:56:35+00:00,2026-04-18T14:56:35Z,P008,Jugo,1,2.9,2.9,0.03,2.81,0.09
20,2026-04-18 14:56:58+00:00,2026-04-18T14:56:58Z,P008,Jugo,1,2.9,2.9,0.04,2.78,0.12
612,2026-04-18 14:57:43+00:00,2026-04-18T14:57:43Z,P002,Pan,1,1.2,1.2,0.02,1.18,0.02
1043,2026-04-18 14:57:54+00:00,2026-04-18T14:57:54Z,P006,Queso,2,4.5,9.0,0.07,8.37,0.63
52,2026-04-18 15:00:05+00:00,2026-04-18T15:00:05Z,P004,Huevos,1,3.9,3.9,0.02,3.82,0.08
892,2026-04-18 15:01:24+00:00,2026-04-18T15:01:24Z,P003,Leche,1,1.8,1.8,0.05,1.71,0.09
910,2026-04-18 15:05:22+00:00,2026-04-18T15:05:22Z,P004,Huevos,3,3.9,11.7,0.05,11.11,0.59
40,2026-04-18 15:07:15+00:00,2026-04-18T15:07:15Z,P004,Huevos,1,3.9,3.9,0.11,3.47,0.43
117,2026-04-18 15:08:09+00:00,2026-04-18T15:08:09Z,P004,Huevos,1,3.9,3.9,0.18,3.2,0.7
930,2026-04-18 15:08:47+00:00,2026-04-18T15:08:47Z,P007,Galletas,2,1.6,3.2,0.15,2.72,0.48
151,2026-04-18 15:12:05+00:00,2026-04-18T15:12:05Z,P004,Huevos,2,3.9,7.8,0.08,7.18,0.62
1073,2026-04-18 15:12:26+00:00,2026-04-18T15:12:26Z,P007,Galletas,1,1.6,1.6,0.08,1.47,0.13
680,2026-04-18 15:15:26+00:00,2026-04-18T15:15:26Z,P008,Jugo,4,2.9,11.6,0.1,10.44,1.16
799,2026-04-18 15:15:57+00:00,2026-04-18T15:15:57Z,P001,Café,3,2.5,7.5,0.08,6.9,0.6
1159,2026-04-18 15:16:35+00:00,2026-04-18T15:16:35Z,P008,Jugo,2,2.9,5.8,0.07,5.39,0.41
525,2026-04-18 15:17:34+00:00,2026-04-18T15:17:34Z,P005,Arroz,1,2.1,2.1,0.01,2.08,0.02
915,2026-04-18 15:18:01+00:00,2026-04-18T15:18:01Z,P006,Queso,1,4.5,4.5,0.06,4.23,0.27
391,2026-04-18 15:19:10+00:00,2026-04-18T15:19:10Z,P003,Leche,1,1.8,1.8,0.19,1.46,0.34
886,2026-04-18 15:20:45+00:00,2026-04-18T15:20:45Z,P004,Huevos,1,3.9,3.9,0.03,3.78,0.12
471,2026-04-18 15:23:04+00:00,2026-04-18T15:23:04Z,P002,Pan,1,1.2,1.2,0.1,1.08,0.12
540,2026-04-18 15:24:48+00:00,2026-04-18T15:24:48Z,P003,Leche,2,1.8,3.6,0.13,3.13,0.47
375,2026-04-18 15:25:20+00:00,2026-04-18T15:25:20Z,P005,Arroz,1,2.1,2.1,0.17,1.74,0.36
119,2026-04-18 15:26:03+00:00,2026-04-18T15:26:03Z,P004,Huevos,3,3.9,11.7,0.04,11.23,0.47
155,2026-04-18 15:27:47+00:00,2026-04-18T15:27:47Z,P006,Queso,1,4.5,4.5,0.05,4.27,0.23
238,2026-04-18 15:29:23+00:00,2026-04-18T15:29:23Z,P005,Arroz,2,2.1,4.2,0.05,3.99,0.21
203,2026-04-18 15:29:59+00:00,2026-04-18T15:29:59Z,P006,Queso,3,4.5,13.5,0.08,12.42,1.08
469,2026-04-18 15:30:48+00:00,2026-04-18T15:30:48Z,P004,Huevos,2,3.9,7.8,0.09,7.1,0.7
472,2026-04-18 15:32:12+00:00,2026-04-18T15:32:12Z,P003,Leche,1,1.8,1.8,0.19,1.46,0.34
1033,2026-04-18 15:32:22+00:00,2026-04-18T15:32:22Z,P007,Galletas,3,1.6,4.8,0.17,3.98,0.82
994,2026-04-18 15:36:23+00:00,2026-04-18T15:36:23Z,P005,Arroz,5,2.1,10.5,0.17,8.72,1.78
217,2026-04-18 15:36:43+00:00,2026-04-18T15:36:43Z,P003,Leche,1,1.8,1.8,0.0,1.8,0.0
902,2026-04-18 15:38:12+00:00,2026-04-18T15:38:12Z,P004,Huevos,1,3.9,3.9,0.01,3.86,0.04
653,2026-04-18 15:39:09+00:00,2026-04-18T15:39:09Z,P005,Arroz,1,2.1,2.1,0.14,1.81,0.29
1198,2026-04-18 15:40:03+00:00,2026-04-18T15:40:03Z,P004,Huevos,1,3.9,3.9,0.18,3.2,0.7
115,2026-04-18 15:40:15+00:00,2026-04-18T15:40:15Z,P005,Arroz,1,2.1,2.1,0.09,1.91,0.19
175,2026-04-18 15:41:09+00:00,2026-04-18T15:41:09Z,P005,Arroz,3,2.1,6.3,0.12,5.54,0.76
145,2026-04-18 15:41:17+00:00,2026-04-18T15:41:17Z,P008,Jugo,1,2.9,2.9,0.0,2.9,0.0
564,2026-04-18 15:43:49+00:00,2026-04-18T15:43:49Z,P001,Café,4,2.5,10.0,0.08,9.2,0.8
344,2026-04-18 15:46:38+00:00,2026-04-18T15:46:38Z,P007,Galletas,1,1.6,1.6,0.19,1.3,0.3
983,2026-04-18 15:48:07+00:00,2026-04-18T15:48:07Z,P002,Pan,1,1.2,1.2,0.17,1.0,0.2
676,2026-04-18 15:50:15+00:00,2026-04-18T15:50:15Z,P003,Leche,1,1.8,1.8,0.17,1.49,0.31
351,2026-04-18 15:50:32+00:00,2026-04-18T15:50:32Z,P001,Café,1,2.5,2.5,0.19,2.03,0.47
660,2026-04-18 15:50:52+00:00,2026-04-18T15:50:52Z,P005,Arroz,1,2.1,2.1,0.05,2.0,0.1
113,2026-04-18 15:57:10+00:00,2026-04-18T15:57:10Z,P008,Jugo,1,2.9,2.9,0.02,2.84,0.06
673,2026-04-18 16:00:23+00:00,2026-04-18T16:00:23Z,P004,Huevos,1,3.9,3.9,0.03,3.78,0.12
1152,2026-04-18 16:01:49+00:00,2026-04-18T16:01:49Z,P005,Arroz,1,2.1,2.1,0.1,1.89,0.21
537,2026-04-18 16:02:11+00:00,2026-04-18T16:02:11Z,P006,Queso,1,4.5,4.5,0.14,3.87,0.63
